ndeg_siren,adresse,identifiant_unique,montant_subvention,gestion,beneficiaire
42071817300057.0,4   RUE BLAISE DESGLOTTE PARIS 06,4438,28050.0,Région IDF,FORMASUP
42071817300057.0,4   RUE BLAISE DESGLOTTE PARIS 06,4440,1620.0,Région IDF,FORMASUP
42071817300057.0,4   RUE BLAISE DESGLOTTE PARIS 06,4444,1800.0,Région IDF,FORMASUP
33881677000014.0,45  RUE DU COLONEL FABIEN SAINT-PRIX,4477,2400.0,Région IDF,FRATERNITE SAINT JEAN
50453969300011.0,AVENUE DE L'AUNETTE RIS ORANGIS,4489,5890.63,Région IDF,FSE COLLEGE ENSEIGNEMENT SECONDAIRE MUNICIPAL MIXTE DE RIS ORANGIS
50453969300011.0,AVENUE DE L'AUNETTE RIS ORANGIS,4490,1416.46,Région IDF,FSE COLLEGE ENSEIGNEMENT SECONDAIRE MUNICIPAL MIXTE DE RIS ORANGIS
77567836000048.0,14 RUE SCANDICCI PANTIN CEDEX,4495,1953.79,Région IDF,FSGT FEDER SPORTIVE GYMNIQUE DU TRAVAIL
32709759800079.0,23 RUE DU MAROC PARIS 19,4498,13315.0,Région IDF,FTCR - FEDERATION TUNISIENS CITOYENS DES 2 RIVES
77568811200033.0,3 BD GALLIENI ARGENTEUIL CEDEX,4510,26400.0,Région IDF,GARAC GROUPEMENT APPREN REPARAT AUTO CYCLE
77568811200033.0,3 BD GALLIENI ARGENTEUIL CEDEX,4513,3946.47,Région IDF,GARAC GROUPEMENT APPREN REPARAT AUTO CYCLE
49457124300026.0,38  RUE BOUSSINGAULT PARIS 13,4527,7200.0,Région IDF,GDIE GROUPE DE DIFFUSION DE L'INFORMATION SUR L'ENVIRONNEMENT
53974090200017.0,2 PLACE SAMUEL DE CHAMPLAIN COURBEVOIE,4530,7500.0,Région IDF,GE RC IDF GROUPEMENT D'EMPLOYEURS RELATION CLIENT ILE DE FRANCE
41773919000011.0,76 ROUTE DE GRIGNY RIS-ORANGIS,4544,852.17,Région IDF,GENERATION FEMMES RISSOISES
34979783700037.0,34  RUE DES CITEAUX PARIS 12,4547,35000.0,Région IDF,GENERIQUES
45094100000025.0,38 BD DE LA REPUBLIQUE SAINT-CLOUD,4553,2000.0,Région IDF,GERICO CLIC GERICO
39863007900034.0,Avenue des Courtillières PANTIN,4570,1128.36,Région IDF,GITHEC  (GROUPE INTERVENTION THEATRALE CINEMA)
38885089300024.0,7-15  AV  PORTE DE LA VILETTE PARIS 19,4576,10500.0,Région IDF,GLAZ'ART
452276421.0,11 BIS PASSAGE RAMEY 75018 PARIS,4587,26249.94,ASP,GRAINE DE JARDINS
39409706700059.0,17 RUE CAPRON PARIS 18,4590,31500.0,Région IDF,GRAINE ILE DE FRANCE
48948064000015.0,17 RUE DES VIGNES MEUDON,4600,9000.0,Région IDF,GRANDS FORMATS
31027064000074.0,66/72 RUE MARCEAU MONTREUIL SOUS BOIS,4608,20422.5,Région IDF,GRDR - GROUPE DE RECHERCHE ET DE REALISATIONS POUR LE DEVELOPPEMENT RURAL
41381392400011.0,21  RUE ST MEDARD PARIS 05,4615,1200.0,Région IDF,GRIS FRANCE
43354535700025.0,18 RUE DU FAUBOURG DU TEMPLE PARIS 11,4620,22500.0,Région IDF,GROUP ENTREPRENEURS ACCOMPAGNES INDIVID
43354535700025.0,18 RUE DU FAUBOURG DU TEMPLE PARIS 11,4627,6000.0,Région IDF,GROUP ENTREPRENEURS ACCOMPAGNES INDIVID
329969703.0,11 RUE DE CLICHY 75009 PARIS,4641,12000.0,ASP,GROUPEMENT REMPART ILE DE FRANCE
39889587000051.0,6 AVENUE DU PROFESSEUR A LEMIERRE PARIS,4655,5000.0,Région IDF,HABITAT ET HUMANISME ILE-DE-FRANCE
77572855300071.0,ROUTE STRATEGIQUE CORMEILLES EN PARISIS,4671,45000.0,Région IDF,HANDICAP AUTISME ASSOCIATION REUNIE DU PARISIS
31908678100055.0,31 RUE DE MAURECOURT JOUY-LE-MOUTIER,4685,31525.36,Région IDF,HEVEA HABITER ET VIVRE ENSEMBLE AUTREMENT
52992814500018.0,116 RUE DES PYRENEES PARIS,4719,2000.0,Région IDF,I LOVE THIS DANCE
77568448300065.0,15  RUE FALGUIERE PARIS 15 CEDEX,4730,146000.0,Région IDF,IAURIF  INST AMENAG URBANISME IDF
31814740200099.0,1 RUE JACQUES BINGEN PARIS 17,4737,5400.0,Région IDF,ICD INSTITUT INTERNAT COMMERCE ET DISTRIBUTION
32464467300059.0,54 AVENUE EDISON PARIS 13,4743,7002.66,Région IDF,IDF ENVIRONNEMENT
33273739400244.0,53 RUE DU R P CH GILBERT ASNIERES-SUR-SEINE,4761,12800.0,Région IDF,IFAC INSTITUT DE FORMATION D ANIMATION ET DE CONSEIL
33273739400244.0,53 RUE DU R P CH GILBERT ASNIERES-SUR-SEINE,4764,9600.0,Région IDF,IFAC INSTITUT DE FORMATION D ANIMATION ET DE CONSEIL
38426598900010.0,4  BD  DU LEVANT NANTERRE,4783,315500.0,Région IDF,IFPM  INST FORM PERF ME TIERS
77568128100124.0,95  RUE DE REUILLY PARIS 12,4797,429021.0,Région IDF,IFSI IFAS IFAP DES  DIACONESSES DE REUILLY
31249509600157.0,1  RUE JACQUES BINGEN PARIS 17,4807,11286.0,Région IDF,IGS INST GESTION SOCIALE
44256271600021.0,155 RUE DE PICPUS PARIS,4816,18580.38,Région IDF,ILE DE FRANCE ACTIVE
38215440900041.0,141 AVENUE DE CLICHY PARIS 17,4836,12000.0,Région IDF,IMS ENTREPRENDRE POUR LA CITE
78471393500038.0,47 RUE DU COMMANDANT ROLLAND LE BOURGET,4840,379460.8,Région IDF,INCM  INSTITUT NATIONAL DU CYCLE ET MOTOCYCLE
78471393500038.0,47 RUE DU COMMANDANT ROLLAND LE BOURGET,4844,3454.0,Région IDF,INCM  INSTITUT NATIONAL DU CYCLE ET MOTOCYCLE
50438941200025.0,76 RUE VOLTAIRE MONTREUIL,4854,12500.0,Région IDF,INDISCIPLINAIRES
50438941200025.0,76 RUE VOLTAIRE MONTREUIL,4855,21000.0,Région IDF,INDISCIPLINAIRES
78574029100253.0,5  RUE ANQUETIL NOGENT S/MARNE CEDEX,4858,179400.0,Région IDF,INFA  INST NAL FORM APPL CTRE CULTURE OUVR
78574029100253.0,5  RUE ANQUETIL NOGENT S/MARNE CEDEX,4859,20864.0,Région IDF,INFA  INST NAL FORM APPL CTRE CULTURE OUVR
512278359.0,18 RUE SAINT NICOLAS 75012 PARIS,4879,1250.0,ASP,INFORMELLES
32187778900032.0,34  BD  MAXIME GORKI VILLEJUIF CEDEX,4884,1393.98,Région IDF,INHNI PARIS  INST NAL HY GIENE & NETTOYAGE INDUS
530886365.0,5 ALLEE DE LA ROSERAIE 93160 NOISY-LE-GRAND,4902,6250.0,ASP,INITIATIVE ARTISTIQUE PHYSIQUE ET SPORTIVE
43379236300023.0,113 RUE DANIELLE CASANOVA ST DENIS,4913,90000.0,Région IDF,INITIATIVE PLAINE COMMUNE
31240903000060.0,14 RUE DE PRONY PARIS,4917,8925.0,Région IDF,INSEEC INST ETUDE ECONOMIQUES COMMERCIALES
32652236400057.0,32 AVENUE JEAN JAURES CROSNE,4926,22500.0,Région IDF,INSERTION ET DEVELOPPEMENT DU VAL D YERRES VAL DE SEINE
77568489700017.0,28  RUE DU DOCTEUR ROUX PARIS 15,4934,248100.0,Région IDF,INST PASTEUR
77568489700017.0,28  RUE DU DOCTEUR ROUX PARIS 15,4939,486579.1,Région IDF,INST PASTEUR
78457063200017.0,25  BOULEVARD  SAINT-JACQUES PARIS,4948,6540.78,Région IDF,INSTITUT ALFRED FOURNIER - LIGUE NAT FR CONTRE PERIL VENERIEN
33178926300026.0,80 AV GASTON VERMEIRE PERSAN,4986,13963.43,Région IDF,INTER AS ALTERNATIVE FM
33178926300026.0,80 AV GASTON VERMEIRE PERSAN,4987,2528.4,Région IDF,INTER AS ALTERNATIVE FM
32243407700028.0,251  RUE DU FAUBOURG SAINT MARTIN PARIS 10,5023,1070.31,Région IDF,ISM INTERPRETARIAT
424661965.0,5 AV JEAN BOUIN 92130 ISSY-LES-MOULINEAUX,5028,30166.7,ASP,ISSY LES MOULINEAUX HANDBALL FEMI
32418249200037.0,7  CITE CHAPTAL PARIS,5036,2800.0,Région IDF,IVT INTERNATIONAL VISUAL THEATRE
41225455900013.0,32  RUE PETIT PARIS 19,5040,19489.92,Région IDF,J2P  JAURES PANTIN PETIT
53489657600012.0,5 CLOS SUZANNE MARTOREL GUYANCOURT,5046,440.03,Région IDF,JARDIN'AGE
40153971300040.0,54 RUE PHILIPPE DE GIRARD PARIS 18,5047,60000.0,Région IDF,JAZZ AME
34269201900058.0,7 RUE DU VIEUX PRESSOIR BAZOCHES-SUR-GUYONNE,5061,6709.59,Région IDF,JEAN MONNET
30179098600022.0,19 RUE VICTOR HUGO JOUY-EN-JOSAS,5070,3200.0,Région IDF,JEANNE BLUM
34055669500054.0,24 RUE BERTHE PARIS,5074,30000.0,Région IDF,JEUNE CREATION
77569810300204.0,34 RUE DE PICPUS PARIS,5088,2000.0,Région IDF,JEUNESSE FEU VERT
33108941700017.0,PL DU GENERAL DE GAULLE LA FERTE-GAUCHER,5091,2507.49,Région IDF,JEUNESSE SPORTIVE DE LA FERTE GAUCHER
33287650700044.0,32  RUE BAUDIN LE PRE ST GERVAIS,5120,9000.0,Région IDF,KI PRODUCTION
43520337700013.0,11  PLACE  DE LA TOLINETTE VILLIERS LE BEL,5136,2000.0,Région IDF,KWABA ECHANGE ET CULTURE
41204998300023.0,30 RUE DE GENEVE LA COURNEUVE,5140,36000.0,Région IDF,L ABOMINABLE
44415478500018.0,21 TER RUE VOLTAIRE PARIS 11,5142,6350.0,Région IDF,L ART DU POSSIBLE
43927364000011.0,163 RUE DE CHARENTON PARIS 12,5146,1652.96,Région IDF,L EAU EST LE PONT
421102849.0,99  BLD MAGENTA 75010 PARIS,5158,11250.0,ASP,L'AIRE A MOTS
47923677000026.0,65 rue des Chantereines MONTREUIL SOUS BOIS,5167,17500.0,Région IDF,L'ART ECLAIR
40281166500015.0,2 PL SAINTE-THERESE MONTMAGNY,5186,8000.0,Région IDF,L'ECOLE DU CHIEN
39257319200037.0,48 AVENUE GABRIEL PERI GENNEVILLIERS,5195,10160.0,Région IDF,L'ESCALE
42437956800043.0,8 RUE ARMAND NUMES ASNIERES S/SEINE,5215,12314.93,Région IDF,L2FA LIGUE FRANCILIENNE DE FOOTBALL AMERICAIN
41924217700014.0,56  RUE ESTIENNE D ORVES COLOMBES,5227,14000.0,Région IDF,LA CAVE A THEATRE
404230088.0,68 RUE ARMAND CARREL 75019 PARIS,5241,11250.0,ASP,LA CLEPSYDRE
43185310000029.0,13 RUE LOUIS GAILLET GENTILLY,5268,21000.0,Région IDF,LA CONCORDANCE DES TEMPS
316388248.0,190 RUE LA FAYETTE 75010 PARIS,5280,21583.34,ASP,LA FAYETTE ACCUEIL
50977018600013.0,8  RUE GENERAL RENAULT PARIS 11,5291,585.88,Région IDF,LA GENERALE NORD EST
50977018600013.0,8  RUE GENERAL RENAULT PARIS 11,5294,6331.61,Région IDF,LA GENERALE NORD EST
750948911.0,7 CHEMIN DU MARAIS 91720 MAISSE,5359,11250.0,ASP,LA RECYCLERIE DU GATINAIS
419602115.0,2 RUE DE L'EGLISE 77370 CHATEAUBLEAU,5368,10416.69,ASP,LA RIOBE
50299030200023.0,84 QUAI DE JEMMAPES PARIS,5376,10839.19,Région IDF,LA RUCHE INNOVATION
50299030200023.0,84 QUAI DE JEMMAPES PARIS,5377,9160.81,Région IDF,LA RUCHE INNOVATION
42818546600011.0,2  IMP SAINT-EUSTACHE PARIS 01,5379,8049.61,Région IDF,LA RUE MONTORGUEIL
422528950.0,8 RUE MONSIGNY 75002 PARIS,5386,10999.92,ASP,LA SCENE DU BALCON
444220776.0,5 RUELLE DU COLOMBIER 78410 NEZEL,5391,13750.0,ASP,LA TAMBOUILLE
44060730700020.0,VILLA SAINTE-CHRISTINE VERRIERES LE BUISSON,5393,6000.0,Région IDF,LA TERRE ET LA CITE
42507598300014.0,70 rue du Theatre PARIS 15EME,5418,115380.3,Région IDF,LCM ACTIVE BILINGUE JANINE MANUEL PARIS 15EME
78430833000033.0,12 avenue Bosquet PARIS 07EME,5423,64253.7,Région IDF,LCM ALMA PARIS 07EME
78494385400017.0,2 RUE DE SALINS FORGES,5426,5329.8,Région IDF,LCM ASSOMPTION FORGES AGEA-FORGES
78441431000101.0,47 RUE PETIT PARIS 19EME,5431,69090.0,Région IDF,LCM BETH HANNA PARIS 19EME
78550084400010.0,216 AV. HENRI BARBUSSE BOBIGNY,5444,45829.7,Région IDF,LCM CHARLES PEGUY BOBIGNY
63202980700021.0,19 rue Voltaire PARIS 11EME,5445,27339.9,Région IDF,LCM COURS DES PETITS CHAMPS PARIS 11EME
78441123300025.0,6 B RUE MICHEL ANGE PARIS,5451,22701.0,Région IDF,LCM ENIO GEORGES LEVEN PARIS 12EME
55208172100029.0,19 avenue Eugene Pelletan VITRY SUR SEINE,5453,25365.9,Région IDF,LCM EPIN VITRY SUR SEINE
77567111800013.0,24 rue du General Foy PARIS 08EME,5461,254988.16,Région IDF,LCM FENELON / SAINTE MARIE PARIS 08EME
31532018400015.0,35 ALL ROBERT ETIENNE LES PAVILLONS-SOUS-BOIS,5467,50389.64,Région IDF,LCM GROUPE SCOLAIRE ALLIANCE LES PAVILLONS SOUS BOIS
78525809600011.0,RUE DU BARON DE NIVIERE VILLEBON-SUR-YVETTE,5471,50594.25,Région IDF,LCM ILE DE FRANCE VILLEBON SUR YVETTE
30812697800011.0,2 bis quai des Celestins PARIS 04EME,5500,102022.9,Région IDF,LCM MASSILLON PARIS 04EME
78564689400028.0,67  BD  DU MIDI LE RAINCY,5501,10857.0,Région IDF,LCM MERKAZ HATORAH DES FILLES
30409525000011.0,8 PLACE NICOLAS FLAMEL PONTOISE,5513,770680.0,Région IDF,LCM NOTRE DAME DE LA COMPASSION PONTOISE
30409525000011.0,8 PLACE NICOLAS FLAMEL PONTOISE,5514,927643.0,Région IDF,LCM NOTRE DAME DE LA COMPASSION PONTOISE
57219568300022.0,12 rue Michel Ange PARIS 16EME,5524,108931.9,Région IDF,LCM NOTRE DAME DES OISEAUX PARIS 16EME
78522823000013.0,11 rue de Courtaboeuf ORSAY,5537,24773.7,Région IDF,LCM ORSAY ORSAY
57210217602603.0,33 Boulevard Lannes PARIS 16EME,5544,10708.93,Région IDF,LCM PASCAL PARIS 16EME
58201716600015.0,"5, Rue Blomet PARIS 15EME",5549,63957.6,Région IDF,LCM PRIVE BLOMET
59200229900010.0,106 rue du Faubourg Poissonniere PARIS 10EME,5553,64549.8,Région IDF,LCM ROCROY SAINT VINCENT DE PAUL PARIS 10EME
78569360700018.0,12 avenue Leon Gourdault CHOISY LE ROI,5555,29906.1,Région IDF,LCM SAINT ANDRE CHOISY LE ROI
30830259500019.0,37 allee de la Fontaine BP 131 LE RAINCY,5566,96726.0,Région IDF,LCM SAINT LOUIS-SAINTE CLOTILDE LE RAINCY
78430832200022.0,44 rue de Grenelle PARIS 07EME,5573,37703.4,Région IDF,LCM SAINT THOMAS D'AQUIN PARIS 07EME
78461709400015.0,112 RUE DE LOURMEL PARIS,5575,26846.4,Région IDF,LCM SAINTE ELISABETH PARIS 15EME - ECOLE PRIVEE SAINTE ELISABETH
30154650300014.0,"2, Rue de l'Abbaye ANTONY",5581,86574.88,Région IDF,LCM SAINTE MARIE
30404870500012.0,27 RUE LACHAUX RAMBOUILLET,5585,51422.7,Région IDF,LCM SAINTE THERESE RAMBOUILLET
77569150400028.0,25 rue Daubigny PARIS 17EME,5587,34051.5,Région IDF,LCM SAINTE URSULE-LOUISE DE BETTIGNIES PARIS 17EME
78471366100022.0,35 avenue de Saint Ouen PARIS 17EME,5595,47770.8,Région IDF,LCM ST MICHEL DES BATIGNOLLES PARIS 17EME
78425931900035.0,29 AVENUE LEON BOLLEE PARIS,5604,43329.3,Région IDF,LCM YABNE PARIS 13EME
51359023200031.0,36 RUE DE LA CHAPELLE PARIS,5613,16100.0,Région IDF,LE CABARET CONTEMPORAIN
53899077100023.0,14 B RUE DES MINIMES PARIS,5626,3957.45,Région IDF,LE LABO DES HISTOIRES
448036806.0,90 ALLEE DU HALLIER 77350 MEE-SUR-SEINE,5645,10999.92,ASP,LE MEE SPORTS KICK BOXING
387670623.0,RUE JEAN BAPTISTE COLBERT 77350 LE MEE SUR SEINE,5649,833.37,ASP,LE PAIN DE L'ESPOIR
37859570600011.0,2  RUE DE LA CHAPELLE TRIEL S/SEINE,5653,16838.38,Région IDF,LE PARC AUX ETOILES
41921398800019.0,AVENUE MONTFORT LA VERRIERE,5669,9000.0,Région IDF,LE RELAIS MUTUALISTE
40058393600010.0,3 RUE EDMOND FANTIN ASNIERES S/SEINE,5678,31000.0,Région IDF,LE STUDIO
40058393600010.0,3 RUE EDMOND FANTIN ASNIERES S/SEINE,5683,18774.0,Région IDF,LE STUDIO
38106755200020.0,3 RUE DES AUBEPINES NANTERRE,5698,14520.0,Région IDF,LE THEATRE DU BOUT DU MONDE
43764169900016.0,11 B RUE DU COQ FRANCAIS LES LILAS,5709,7500.0,Région IDF,LE TRITON
40394455600014.0,18 RUE DU NIVERNAIS ARGENTEUIL,5713,1737.67,Région IDF,LE VALDOCCO
480378199.0,8 ALLEE DARIUS MILHAUD 75019 PARIS,5722,15000.0,ASP,LES 19EME RUGISSANTS
412807968.0,2 PASSAGE RAUCH 75011 PARIS,5723,39416.6,ASP,LES 3 OURSES
78531382600097.0,CHEMIN DES BIEDS MARCOUSSIS,5731,5475.0,Région IDF,LES AMIS DE L'ATELIER - CAT LA VIE EN HERBES
39361953100014.0,127/129  RUE MARCADET PARIS 18,5732,1893.49,Région IDF,LES AMIS DE LA MAISON VERTE
393619531.0,127-129 RUE MARCADET 75018 PARIS,5733,10916.6,ASP,LES AMIS DE LA MAISON VERTE
30926677300089.0,2B RUE JULES FERRY MONTREUIL,5735,26168.87,Région IDF,LES AMIS DE LA TERRE
775738727.0,88 AVENUE MARX DORMOY 94500 CHAMPIGNY-SUR-MARNE,5749,27833.3,ASP,LES AMIS DU MUSEE DE LA RESISTANCE NATIONALE
32690025500026.0,2 RUE LAVOISIER PARIS 8,5756,4000.0,Région IDF,LES APPELS D'ORPHEE
418708210.0,EN MAIRIE 77560 MARETS,5758,24499.96,ASP,LES ARTS EN BOULE
30686533800108.0,85  RUE VEUVE LACROIX NANTERRE,5759,3389.94,Région IDF,LES ATELIERS DE LA GARENNE
497673301.0,5 RUE VESALE 75005 PARIS,5791,2100.0,ASP,LES ENFANTS DU CANAL
47908844500016.0,AV DES BORDES LA QUEUE EN BRIE,5813,3287.71,Région IDF,LES JARDINS DES BORDES
48160536800010.0,53 RUE BLANCHE PARIS,5817,4600.0,Région IDF,LES JEUX DE BELENOS
41102687500046.0,46 RUE LACROIX PARIS,5835,4500.0,Région IDF,LES PALADINS
498644368.0,CHEMINS DU LARRIS 91150 ETAMPES,5856,55499.94,ASP,LES POTAGERS DU TELEGRAPHE
42004126100033.0,1 AV GEORGES CLEMENCEAU VILLEPINTE,5860,13468.83,Région IDF,LES RESTAURANTS DU COEUR
39457483400021.0,12 AV JOSEPH BODIN BOISMORTIER ROISSY-EN-BRIE,5872,14400.0,Région IDF,LES SINOPLIES CTRE FORMATION
39042301000029.0,2-4 RUE PASTEUR ORLY,5875,13500.0,Région IDF,LES THEATRALES CHARLES DULLIN
31190400700029.0,CHEMIN DU  PARC DES SPORTS FEUCHEROLLES,5905,5000.0,Région IDF,LIGUE 78 TENNIS
31025799300025.0,RUE EDOUARD MANET RUEIL MALMAISON,5907,5000.0,Région IDF,LIGUE 92 TENNIS
78515210900050.0,7 RUE DENIS PAPIN TRAPPES,5918,4800.0,Région IDF,LIGUE DE L'ENSEIGNEMENT FEDERATION DES YVELINES
30298127900011.0,5  PLACE  DE VALOIS PARIS 01 CEDEX,5924,115396.3,Région IDF,LIGUE DE PARIS ILE-DE-FRANCE DE FOOTBALL
32010219700060.0,4 RUE DU GENERAL HUMBERT PARIS,5933,7670.64,Région IDF,LIGUE ESCRIME ACADEMIE DE PARIS
78426328700103.0,8 RUE DOCTEUR PUJOS ROCHEFORT,5940,6320.03,Région IDF,LIGUE FRANCAISE PROTECTION OISEAUX
78435418500026.0,117 RUE DU CHATEAU DES RENTIERS PARIS 13 CEDEX,5953,116506.85,Région IDF,LIGUE IDF BASKET BALL
39151547500013.0,2  AV  DU GOLF GUYANCOURT,5960,25500.0,Région IDF,LIGUE IDF GOLF
40991484300019.0,27 BIS RUE JULES FERRY LEUVILLE S/ORGE,5976,4000.0,Région IDF,LIGUE IDF TWIRLING BATON
784714263.0,26 RUE OBERKAMPF 75011 PARIS,5988,15519.2,ASP,LIGUE ILE DE FR FEDER SPORTIVE
784663197.0,8 QUAI SAINT EXUPERY 75016 PARIS,6001,800.0,ASP,LIGUE ILE DE FRANCE DE PELOTE BASQUE
512244047.0,1 RUE TRISTAN TZARA 75018 PARIS,6006,19509.0,ASP,LIGUE ILE DE FRANCE SPORTS CONTACTS FFSC
40386034900022.0,5  RUE DE L EGLISE BOULOGNE-BILLANCOURT,6008,4940.48,Région IDF,LIGUE ILE-DE-FRANCE DE HOCKEY SUR GAZON
44783751900019.0,12  RUE LOUIS BERTRAND IVRY S/SEINE,6024,7772.09,Région IDF,LIGUE REG CYCLOTOURISME
39209566700037.0,14 RUE ERNEST RENAN PARIS,6027,19904.35,Région IDF,LIGUE REGIONALE ILE DE FRANCE DE SQUASH
78534636200052.0,90 BD ANATOLE FRANCE ST DENIS,6028,20192.42,Région IDF,LIGUE REGIONALE ILE DE FRANCE TENNIS TABLE
77565761200021.0,20 rue de la Liberte ARGENTEUIL,6050,154715.54,Région IDF,LP COGNAC-JAY ARGENTEUIL
78515055800019.0,11 bis rue Jean Jaures,6065,50652.84,Région IDF,LP LES CHATAIGNIERS
77568508400045.0,22 avenue de Verdun CRETEIL,6070,38048.85,Région IDF,LP MORIN CRETEIL
30245125700026.0,33 BIS- 35 RUE BORIS VILDE FONTENAY-AUX-ROSES,6096,6260.0,Région IDF,LP SAINT FRANCOIS D'ASSISE FONTENAY
32830983600034.0,45 avenue du Manet MONTIGNY LE BRETONNEUX,6121,156442.79,Région IDF,LP ST FRANCOIS D' ASSISE MONTIGNY LE BRETONNEUX
53030086200014.0,PLACE DE L'HOTEL DE VILLE ETAMPES,6132,3045.03,Région IDF,LUMIERE DES CINES
77568012700013.0,54 avenue de la Republique PARIS 11EME,6171,146655.04,Région IDF,LYP CHARLES PEGUY PARIS 11EME
77811484300015.0,36 avenue du President Wilson CACHAN,6172,42559.44,Région IDF,LYP FOYER DES PTT CACHAN
32365825200032.0,21 rue Saint Antoine PARIS 04EME,6180,300000.0,Région IDF,LYP FRANCS BOURGEOIS PARIS 04EME
78535510800016.0,238 boulevard Saint Denis COURBEVOIE,6194,118578.18,Région IDF,LYP MONTALEMBERT COURBEVOIE
78454446200038.0,49 rue Bobillot PARIS 13EME,6197,7568.48,Région IDF,LYP NOTRE DAME
78530717400017.0,1 avenue Charles de Gaulle BOULOGNE BILLANCOURT,6204,66226.66,Région IDF,LYP NOTRE DAME DE BOULOGNE BOULOGNE BILLANCOURT
77567877400164.0,2 VOIE FELIX EBOUE CRETEIL,6214,7994.7,Région IDF,LYP OZAR HATORAH DES GARCONS CRETEIL
77567877400164.0,2 VOIE FELIX EBOUE CRETEIL,6215,18654.3,Région IDF,LYP OZAR HATORAH DES GARCONS CRETEIL
32303763000015.0,50 AV OTHIS MYGATT RUEIL MALMAISON,6221,266457.1,Région IDF,LYP PASSY BUZENVAL RUEIL MALMAISON
77568810400121.0,32 avenue de Choisiel,6226,667.0,Région IDF,LYP ROBERT BLUM (O.R.T.)
78525891400023.0,1 RUE AMBROISE PARE LA VILLE DU BOIS,6228,119295.4,Région IDF,LYP SACRE COEUR LA VILLE DU BOIS
34013895700063.0,10 Ter rue Jeanne d'Arc SAINT MANDE CEDEX,6248,108379.18,Région IDF,LYP SAINT MICHEL DE PICPUS SAINT MANDE CEDEX
78517365900018.0,70 RUE DE MONTGERON BRUNOY CEDEX,6252,53849.0,Région IDF,LYP SAINT PIERRE BRUNOY CEDEX
39368867600013.0,9 rue de l'Industrie DRAVEIL,6268,5823.3,Région IDF,LYP SENART ENSEIGNEMENT DRAVEIL
32830983600026.0,6 place Claudel MONTIGNY LE BRETONNEUX,6270,9052.29,Région IDF,LYP ST FRANCOIS D'ASSISE MONTIGNY LE BRETONNEUX
78449031000025.0,56 rue Planchat PARIS 20EME,6295,41507.96,Région IDF,LYT ESTBA PARIS 20EME
35319145500016.0,36 rue Saint Barthelemy MELUN,6304,7653.21,Région IDF,LYT INSTITUTION SAINT ASPAIS MELUN
37954214500014.0,AVENUE ERASME OZOIR LA FERRIERE,6336,1614.62,Région IDF,LYT SAINTE THERESE OZOIR LA FERRIERE 77
44503301200029.0,20 RUE ROUGET DE LISLE PANTIN,6346,31500.0,Région IDF,MABEL OCTOBRE
44764324800019.0,17 RUE PAUL JOZON FONTAINEBLEAU,6380,2527.55,Région IDF,MAISON DE FAMILLE AU PAYS DE FONTAINEBLEAU
49789232300039.0,12 boulevard Jean Rose MEAUX,6383,415.61,Région IDF,MAISON DE L EMPLOI ET DE LA FORMATION DU NORD EST 77
38830264800026.0,462 RUE BENJAMIN DELESSERT MOISSY-CRAMAYEL,6395,28886.64,Région IDF,MAISON DE L' EMPLOI ET DE LA FORMATION DE SENART (MDEF)
47939156700035.0,2 RUE HENRI IV SAINT-GERMAIN-EN-LAYE,6404,10000.0,Région IDF,MAISON DE L'EUROPE 78 YVELINES
47939156700035.0,2 RUE HENRI IV SAINT-GERMAIN-EN-LAYE,6405,10000.0,Région IDF,MAISON DE L'EUROPE 78 YVELINES
429802929.0,16 RUE DU REVEREND PERE AUBRY 94120 FONTENAY-SOUS-BOIS,6413,15000.0,ASP,MAISON DE LA PREVENTION
37805849900013.0,1  RUE ALBERT DOYEN CRETEIL,6414,6200.0,Région IDF,MAISON DE LA SOLIDARITE CRETEIL
130001001.0,16 RUE DE L'ALUMINIUM 77176 SAVIGNY-LE-TEMPLE,6416,13750.0,ASP,MAISON DEPARTEMENTALE DES PERSONNES HANDICAPEES 77
34821736500025.0,1 AVENUE RENE COTY ST NAZAIRE CEDEX,6418,16000.0,Région IDF,MAISON DES ECRIVAINS ET DES TRADUCTEURS
785740630.0,36 BLVD GALLIENI 94130 NOGENT-SUR-MARNE,6437,12916.66,ASP,MAISON DES JEUNES ET DE LA CULTURE LOUIS LEPAGE
40413249000024.0,509  PATIO DES TERRASSES EVRY,6454,3969.23,Région IDF,MAISON DU MONDE D'EVRY
378686836.0,MOULIN DE VILLENEUVE 78730 SAINT-ARNOULT-EN-YVELINES,6456,30000.0,ASP,MAISON ELSA TRIOLET LOUIS ARAGON
49411152900025.0,5-9 RUE ANQUETIL NOGENT SUR MARNE,6466,14823.87,Région IDF,MAISON EMPLOI ET ENTREPRISES BORDS DE MARNE
78570883500018.0,2 AVENUE DU PARC DES SPORTS FRESNES,6475,2500.0,Région IDF,MAISON JEUNES CULTURE FRESNES
311890677.0,5 RUE ARMAND GUILLAUMIN 94000 CRETEIL,6483,13750.0,ASP,MAISON POUR TOUS BLEUETS TILLEULS
30492523300013.0,4  ALL GEORGES BRAQUE CRETEIL,6489,5945.29,Région IDF,MAISON POUR TOUS LA HAYE AUX MOINES
38811854900038.0,261 RUE DE PARIS MONTREUIL,6504,17000.0,Région IDF,MAX HAVELAAR FRANCE
32392389600027.0,163  RUE DE CHARENTON PARIS 12,6515,6000.0,Région IDF,MDF MAISON DES FEMMES DE PARIS
