ndeg_siren,adresse,identifiant_unique,montant_subvention,gestion,beneficiaire
31814740200099.0,1 RUE JACQUES BINGEN PARIS 17,4738,1000.0,Région IDF,ICD INSTITUT INTERNAT COMMERCE ET DISTRIBUTION
32464467300059.0,54 AVENUE EDISON PARIS 13,4745,15250.0,Région IDF,IDF ENVIRONNEMENT
38248785800021.0,26 RUE DU DOCTEUR LE SAVOUREUX CHATENAY-MALABRY,4754,9000.0,Région IDF,IDSU INSERTION ET DEVELOPPEMENT SOCIAL URBAIN
31249509600157.0,1  RUE JACQUES BINGEN PARIS 17,4810,1456000.0,Région IDF,IGS INST GESTION SOCIALE
44256271600021.0,155 RUE DE PICPUS PARIS,4817,20000.0,Région IDF,ILE DE FRANCE ACTIVE
48365837300020.0,25 RUE FERME DU PARADIS MEULAN,4821,1790.01,Région IDF,ILE-DE-FRANCE MEDIATION
34482064200041.0,RUE LOUISE MICHEL BOUFFEMONT,4827,13058.5,Région IDF,IMAJ INITIATIVES MULTIPLES ACTION JEUNE
44748319900066.0,149 AV  DU MAINE PARIS 14,4831,1600.0,Région IDF,IMP ACTES
38215440900041.0,141 AVENUE DE CLICHY PARIS 17,4834,25000.0,Région IDF,IMS ENTREPRENDRE POUR LA CITE
52451390000018.0,23 RUE ALFRED NOBEL CHAMPS-SUR-MARNE,4838,40000.0,Région IDF,IMVDI INCUBATEUR MARNE LA VALLEE DESCARTES INNOVATION
78471393500038.0,47 RUE DU COMMANDANT ROLLAND LE BOURGET,4845,54436.24,Région IDF,INCM  INSTITUT NATIONAL DU CYCLE ET MOTOCYCLE
78574029100253.0,5  RUE ANQUETIL NOGENT S/MARNE CEDEX,4865,91484.0,Région IDF,INFA  INST NAL FORM APPL CTRE CULTURE OUVR
34878623700050.0,12  RUE DE VINCENNES MONTREUIL,4873,8365.04,Région IDF,INFL  INST NAL FORM LI BRAIRIE
43234704500010.0,191  AV  PAUL-VAILLANT COUTURIER BOBIGNY,4898,43800.0,Région IDF,INITIATIVE 93
44510690900010.0,297  RUE ROUSSEAU VAUDRAN DAMMARIE LES LYS CEDEX,4909,25800.0,Région IDF,INITIATIVE MELUN VAL DE SEINE ET SUD SEINE-ET-MARNE
77568489700017.0,28  RUE DU DOCTEUR ROUX PARIS 15,4929,43785.0,Région IDF,INST PASTEUR
50161612200013.0,47-83 BOULEVARD DE L'HOPITAL PARIS,4961,200000.0,Région IDF,INSTITUT DU CERVEAU ET DE LA MOELLE EPINIERE
34997263800010.0,145  AVENUE PARMENTIER PARIS 10,4974,43200.0,Région IDF,INSTITUT PARMENTIER
49065974500015.0,119 RUE LA FAYETTE PARIS,4980,502.0,Région IDF,INSTITUT UNIVERSITAIRE D'ETUDES JUIVES ELIE WIESEL
324182492.0,7 CITE CHAPTAL 75009 PARIS,4993,11083.26,ASP,INTERNATIONAL VISUAL THEATRE IVT
44787175700012.0,146 RUE DU CHATEAU BOULOGNE BILLANCOURT,4997,24282.5,Région IDF,INVESTESSOR - CLUB DES INVESTISSEURS EN ILE DE FRANCE
38362039000039.0,"5, terrasses de l'Agora EVRY CEDEX",5011,679200.0,Région IDF,IRFASE  INST RECHERCHE  FORM ACTION SOCIALE 91
78428074500026.0,28  RUE NOTRE-DAME DES CHAMPS PARIS,5022,173000.0,Région IDF,ISEP ASSOCIATION ISEP EDOUARD BRANLY
37787561200048.0,1T   BD  L ET D CASANOVA VILLEPINTE,5026,33000.0,Région IDF,ISSUE DE SECOURS
490659745.0,119 RUE DE LA FAYETTE 75010 PARIS,5034,12500.0,ASP,IUEJ ELIE WIESEL
41225455900013.0,32  RUE PETIT PARIS 19,5038,10500.0,Région IDF,J2P  JAURES PANTIN PETIT
34269201900058.0,7 RUE DU VIEUX PRESSOIR BAZOCHES-SUR-GUYONNE,5058,1399.0,Région IDF,JEAN MONNET
30179098600022.0,19 RUE VICTOR HUGO JOUY-EN-JOSAS,5066,21600.0,Région IDF,JEANNE BLUM
77566455000016.0,66 RUE D ASSAS PARIS,5084,84178.4,Région IDF,JEUNES SPORT CULTUREL P OLLIER
75321960900017.0,11 BOULEVARD DU SUD-EST NANTERRE,5098,7926.33,Région IDF,JOKKOLABS NANTERRE
43901252700016.0,15  RUE CHASSAGNOLLE LES LILAS,5110,6579.0,Région IDF,KHIASMA
33287650700044.0,32  RUE BAUDIN LE PRE ST GERVAIS,5119,21000.0,Région IDF,KI PRODUCTION
38791546500026.0,5 RUE ARISTIDE BRIAND NANGIS,5124,24000.0,Région IDF,KMK  KILLERS MAIS KILT
53159965200017.0,19 RUE MILLIARY BRIE-COMTE-ROBERT,5132,4172.05,Région IDF,KOUD JU
51967544100017.0,109 RUE SAINT SEBASTIEN POISSY,5133,6050.62,Région IDF,KOUNDA 78 SOLIDARITE MALI
40346718600041.0,10 RUE CONDORCET GRIGNY,5160,7267.27,Région IDF,L'AMIN COMPAGNIE THEATRALE
40221578400032.0,64 BIS AVENUE DU REGIEMENT NORMANDIE SAINTE GENEVIEVE DES BOIS,5173,52500.0,Région IDF,L'ART MOBILE
34911076700036.0,19      GRANDE RUE GUERARD,5178,16100.0,Région IDF,L'ATTRAPE THEATRE
41285838300026.0,34 SQ DE CLIGNANCOURT PARIS,5181,28000.0,Région IDF,L'AUTRE SOUFFLE
48168335700026.0,18 RUE GEORGES THILL PARIS 19,5191,9000.0,Région IDF,L'EPOC L'ESPACE PSYCHANALYTIQUE D'ORIENTATION ET DE CONSULTATIONS
35377914300018.0,4 rue Giraud Teulon ST GERMAIN EN LAYE,5202,10000.0,Région IDF,L'ESTIVAL ST GERMAIN EN LAYE
32486312500013.0,17  RUE DE LA GAITE PARIS 14,5243,17500.0,Région IDF,LA COMEDIE ITALIENNE
450182050.0,182 RUE NATIONALE 75013 PARIS,5275,11583.3,ASP,LA DOMREMY BASKET 13
40453907400033.0,10 RUE DE NOISY LE SEC PARIS 20,5316,206.37,Région IDF,LA MAISON DE LA MEDIATION
35118614300027.0,5 PASSAGE CHANVIN PARIS,5323,30000.0,Région IDF,LA MAISON DES BOUT CHOU
32997074300046.0,67 BOULEVARD DE MONTMORENCY PARIS,5328,18000.0,Région IDF,LA MAISON DES ECRIVAINS ET DE LA LITTERATURE
391021128.0,6-8 RUE ALBERT THURET 94550 CHEVILLY-LARUE,5335,12250.0,ASP,LA MAISON DU CONTE
32450071900020.0,108  RUE DU CHEVALERET PARIS 13,5336,40000.0,Région IDF,LA MAISON OUVERTE
32450071900020.0,108  RUE DU CHEVALERET PARIS 13,5337,12000.0,Région IDF,LA MAISON OUVERTE
493620983.0,20 RUE ROUGET DE LISLE 93500 PANTIN,5351,26499.96,ASP,LA NEF
50742995900020.0,1 RUE FREDERICK LEMAITRE PARIS,5362,2860.0,Région IDF,LA RESERVE DES ARTS
52448019100047.0,298 RUE DU DESSOUS DES PRES ORGEVAL,5370,30957.25,Région IDF,LA RONDE DES DOUDOUS
42252895000021.0,8   RUE MONSIGNY PARIS 02,5385,1261.67,Région IDF,LA SCENE DU BALCON
78833694900029.0,8 AV DU NORD ST MAUR DES FOSSES,5401,10000.0,Région IDF,LA VIE AU GRAND AIR DE SAINT MAUR
78428085100014.0,109 rue Notre Dame des Champs PARIS 06EME,5424,45105.9,Région IDF,LCM ALSACIENNE PARIS 06EME
77568888000050.0,6 rue de Lubeck PARIS 16EME,5428,35235.9,Région IDF,LCM ASSOMPTION PARIS 16EME
78504552700013.0,6 rue Henri Cloppet LE VESINET,5492,1584.15,Région IDF,LCM LE BON SAUVEUR LE VESINET
78544310200013.0,61 RUE DU GENERAL MERIBEL RUEIL MALMAISON,5498,149395.61,Région IDF,LCM M DANIELOU RUEIL MALMAISON
78522823000013.0,11 rue de Courtaboeuf ORSAY,5538,57805.3,Région IDF,LCM ORSAY ORSAY
57210217602603.0,33 Boulevard Lannes PARIS 16EME,5543,22404.9,Région IDF,LCM PASCAL PARIS 16EME
78569360700018.0,12 avenue Leon Gourdault CHOISY LE ROI,5556,69780.9,Région IDF,LCM SAINT ANDRE CHOISY LE ROI
34013895700055.0,47 BD DE PICPUS PARIS,5570,293770.68,Région IDF,LCM SAINT MICHEL DE PICPUS PARIS CEDEX 12
523997468.0,6-10 QUAI DE SEINE 93200 SAINT-DENIS,5611,15000.0,ASP,LE 6 B
50079824400017.0,6 RUE AIME MOROT PARIS,5618,4500.0,Région IDF,LE CERCLE POLAIRE
51528464400025.0,24 RUE DE L'EST PARIS,5629,50000.0,Région IDF,LE LABORATOIRE PARIS REGION INNOVATION
50481750300023.0,74 RUE DU FBG ST ANTOINE PARIS,5632,660000.0,Région IDF,LE LIEU DU DESIGN EN ILE DE FRANCE
42121064200045.0,6  RUE DU TAGE PARIS,5657,26400.0,Région IDF,LE PRINTEMPS DES POETES
43195648100029.0,27 RUE DE L'ETANG VERT-SAINT-DENIS,5663,3725.74,Région IDF,LE RELAIS DE SENART
52487303100024.0,20 RUE EDOUARD PAILLERON PARIS,5671,5000.0,Région IDF,LE RETOUR DE ZALUMEE
48430810100019.0,50 RUE DE BEZONS CARRIERES-SUR-SEINE,5673,2400.0,Région IDF,LE SACRE DU TYMPAN
41368874800016.0,27 AVENUE LUCETTE MAZALAIGUE GENNEVILLIERS,5690,9000.0,Région IDF,LE TAMANOIR
41368874800016.0,27 AVENUE LUCETTE MAZALAIGUE GENNEVILLIERS,5691,9000.0,Région IDF,LE TAMANOIR
41778123400048.0,MAISON DES ASSOCIATIONS PARIS 10,5694,12000.0,Région IDF,LE TEMPS DES RUES
497870766.0,15-17 RUE DES NANETTES 75011 PARIS,5697,5000.0,ASP,LE TEMPS PRESSE
30057362300018.0,28 rue de Lorraine MANTES LA JOLIE,5701,26100.0,Région IDF,LE THEATRE DU MANTOIS
43764169900016.0,11 B RUE DU COQ FRANCAIS LES LILAS,5704,20073.74,Région IDF,LE TRITON
404265597.0,14 ALLEE DES ROSSIGNOLS 77178 SAINT-PATHUS,5730,10999.92,ASP,LES AMIS DE GYLOFERE
47769567000026.0,143 RUE DE SAUSSURE PARIS,5744,10000.0,Région IDF,LES AMIS DE YANOUS
77574487300016.0,67  RUE DE L'EGLISE TAVERNY,5745,255600.0,Région IDF,LES AMIS DES OUVRIERES ET ISOLEES
43485683700019.0,12 RUE CREMIEUX PARIS,5784,10000.0,Région IDF,LES DEUX MEMOIRES
451865778.0,10 RUE TOURNEFORT 75005 PARIS,5787,13750.0,ASP,LES EDITEURS ASSOCIES
402743041.0,127 AV DE FLANDRE 75019 PARIS,5796,5000.0,ASP,LES FILMS DES DEUX MAINS
78545001600015.0,49  AV  GEORGES CLEMENCEAU SCEAUX,5799,35000.0,Région IDF,LES GEMEAUX
38160443800030.0,87  RUE FELIX FAURE COLOMBES,5805,16800.0,Région IDF,LES HELIADES
75306706500015.0,48 RUE HONORE DE BALZAC EPINAY-SOUS-SENART,5811,1752.5,Région IDF,LES JARDINS DE WILMA
75306706500015.0,48 RUE HONORE DE BALZAC EPINAY-SOUS-SENART,5812,1877.13,Région IDF,LES JARDINS DE WILMA
488281346.0,2 RUE WILFRID LAURIER 75014 PARIS,5815,12499.96,ASP,LES JARDINS NUMERIQUES
48160536800010.0,53 RUE BLANCHE PARIS,5816,18400.0,Région IDF,LES JEUX DE BELENOS
350185096.0,9-11 RUE HENRI DUNANT 91600 SAVIGNY-SUR-ORGE,5834,15000.0,ASP,LES P'TITS SUCRES D'ORGE
48475322300045.0,8 PLACE DES COPAINS D'ABORD COURCOURONNES,5840,1824.95,Région IDF,LES PASSEURS D'ONDES
429943269.0,37-39 BOULEVARD ANATOLE FRANCE 93300 AUBERVILLIERS,5844,6666.68,ASP,LES PETITS DEBROUILLARDS IDF
341692820.0,76 QUAI DE LA LOIRE 75019 PARIS,5845,15000.0,ASP,LES PETITS LOUPS
30975585800045.0,1 RUE DES TOURNOIS CERGY,5908,5000.0,Région IDF,LIGUE 95 TENNIS
309755858.0,BOULEVARD D'OSNY 95000 CERGY,5930,15000.0,ASP,LIGUE DE TENNIS DU VAL D'OISE
78436122200010.0,11 RUE TRONCHET PARIS 08,5939,700.0,Région IDF,LIGUE FRANCAISE POUR LA SANTE MENTALE
78426328700103.0,8 RUE DOCTEUR PUJOS ROCHEFORT,5941,489.48,Région IDF,LIGUE FRANCAISE PROTECTION OISEAUX
39843654300019.0,17  BD  DE LA MARNE NOGENT S/MARNE,5946,15000.0,Région IDF,LIGUE IDF AVIRON
43755164100016.0,17 RUE DU PUITS FLEURI CHARTRETTES,5975,19853.63,Région IDF,LIGUE IDF SKI NAUTIQUE
78440611800033.0,60  RUE CASTAGNARY PARIS,5982,41267.44,Région IDF,LIGUE IDF VOILE
421393570.0,17 RUE GEORGES BAILLY 92260 FONTENAY-AUX-ROSES,6000,2214.0,ASP,LIGUE ILE DE FRANCE DE LA FEDERATION FRANCAISE AIK
40386034900022.0,5  RUE DE L EGLISE BOULOGNE-BILLANCOURT,6009,4000.0,Région IDF,LIGUE ILE-DE-FRANCE DE HOCKEY SUR GAZON
40386034900022.0,5  RUE DE L EGLISE BOULOGNE-BILLANCOURT,6010,23051.2,Région IDF,LIGUE ILE-DE-FRANCE DE HOCKEY SUR GAZON
78546194800040.0,13  AL JACQUES BREL MALAKOFF,6017,27121.15,Région IDF,LIGUE PARIS IDF HANDBALL LIGUE PIFO
,37 AV PASTEUR MONTREUIL,6040,8400.0,Région IDF,LIRE EN AFRIQUE
32841304200016.0,12 avenue de Verdun BONDY,6044,125098.96,Région IDF,LP ASSOMPTION BONDY
78572178800020.0,5 rue Rene Robin IVRY SUR SEINE,6047,57621.06,Région IDF,LP C.E.3P IVRY SUR SEINE
77566671200044.0,2 rue des Patis OSNY,6076,16581.6,Région IDF,LP NOTRE FAMILLE INDUSTRIES GRAPHIQUES OSNY
77566671200044.0,2 rue des Patis OSNY,6077,38690.4,Région IDF,LP NOTRE FAMILLE INDUSTRIES GRAPHIQUES OSNY
39446270900012.0,82 avenue Gambetta BAGNOLET,6089,78992.9,Région IDF,LP SAINT BENOIST DE L'EUROPE BAGNOLET
33482280600017.0,92 RUE DE VAUGIRARD PARIS 06EME,6104,180601.26,Région IDF,LP SAINT NICOLAS PARIS 06EME
33482280600017.0,92 RUE DE VAUGIRARD PARIS 06EME,6105,29180.0,Région IDF,LP SAINT NICOLAS PARIS 06EME
77568879900078.0,1 rue du Pere Brottier MEUDON,6108,40256.44,Région IDF,LP SAINT PHILIPPE MEUDON
30570987500010.0,44 avenue de Saint Cloud VERSAILLES,6115,56288.61,Région IDF,LP SAINT VINCENT DE PAUL VERSAILLES
,5 RUE SALOMON REINACH SAINT-GERMAIN-EN-LAYE,6119,236310.83,Région IDF,LP ST EREMBERT SAINT GERMAIN EN LAYE
32830983600034.0,45 avenue du Manet MONTIGNY LE BRETONNEUX,6120,67046.91,Région IDF,LP ST FRANCOIS D' ASSISE MONTIGNY LE BRETONNEUX
452537046.0,5 RUE PERREE 75003 PARIS,6131,12500.0,ASP,LUMIERE DANS LA RUE
50862650400015.0,85 RUE DE PARIS LOUVRES,6143,8883.0,Région IDF,LYC PAUL RICOEUR LOUVRES
38314423500017.0,2 RUE TRISTAN TZARA PARIS 18EME,6146,18424.0,Région IDF,LYCEE ET COLLEGE SINAI GARCONS
78526611500035.0,43 RUE RAYMOND POINCARE YERRES,6148,19000.0,Région IDF,LYP BETH RIVKHA YERRES
78428100800010.0,121 boulevard Raspail PARIS 06EME,6161,9600.0,Région IDF,LYP CARCADO SAISSEVAL PARIS 06EME
77811484300015.0,36 avenue du President Wilson CACHAN,6173,99305.36,Région IDF,LYP FOYER DES PTT CACHAN
78530717400017.0,1 avenue Charles de Gaulle BOULOGNE BILLANCOURT,6206,274932.14,Région IDF,LYP NOTRE DAME DE BOULOGNE BOULOGNE BILLANCOURT
31464699300019.0,4 RUE DU PRESIDENT KENNEDY CHARENTON-LE-PONT,6213,98798.7,Région IDF,LYP NOTRE DAME DES MISSIONS CHARENTON LE PONT
77567877400123.0,1 RUE JEAN LURCAT SARCELLES,6216,7205.1,Région IDF,LYP OZAR HATORAH SARCELLES
32303763000015.0,50 AV OTHIS MYGATT RUEIL MALMAISON,6220,114195.9,Région IDF,LYP PASSY BUZENVAL RUEIL MALMAISON
78525891400023.0,1 RUE AMBROISE PARE LA VILLE DU BOIS,6227,51126.6,Région IDF,LYP SACRE COEUR LA VILLE DU BOIS
77571885100030.0,2 RUE G ANTHONIOZ DE GAULLE ATHIS-MONS,6231,8153.07,Région IDF,LYP SAINT CHARLES ATHIS MONS CEDEX
78528764000029.0,21 rue de la Lisette BAGNEUX,6240,2548.53,Région IDF,LYP SAINT GABRIEL BAGNEUX
32882511200019.0,29 rue Pierre Marx,6256,24872.4,Région IDF,LYP SAINTE CELINE
77568879900615.0,40 RUE JEAN DE LA FONTAINE PARIS 16EME,6267,49906.01,Région IDF,LYP SAINTE THERESE
78430857900027.0,2 rue d'Olivet PARIS 07EME,6278,195050.94,Région IDF,LYT ALBERT DE MUN PARIS 07EME
78449031000025.0,56 rue Planchat PARIS 20EME,6294,42510.09,Région IDF,LYT ESTBA PARIS 20EME
77574152300010.0,205 rue Fontenay VINCENNES,6300,204414.28,Région IDF,LYT GREGOR MENDEL VINCENNES
78477853200019.0,21 rue Carducci PARIS 19EME,6311,27152.37,Région IDF,LYT JULES RICHARD MICROTECHNIQUE PARIS 19EME
31402460500052.0,24 RUE BOURET PARIS,6313,1516.85,Région IDF,LYT L'INITIATIVE PARIS 19EME
37954214500014.0,AVENUE ERASME OZOIR LA FERRIERE,6335,51847.11,Région IDF,LYT SAINTE THERESE OZOIR LA FERRIERE 77
78531374300029.0,50 rue des Grillons CHATENAY MALABRY,6340,5566.77,Région IDF,LYT SOPHIE BARAT CHATENAY MALABRY
44503301200029.0,20 RUE ROUGET DE LISLE PANTIN,6347,13500.0,Région IDF,MABEL OCTOBRE
49948317000035.0,47 AV DU DOC ARNOLD NETTER PARIS,6356,11219.55,Région IDF,MAIA AUTISME
78475328700209.0,88 BD DE LA VILLETTE PARIS,6373,2400.0,Région IDF,MAISON D ACCUEIL L ILOT
49789232300039.0,12 boulevard Jean Rose MEAUX,6381,27771.5,Région IDF,MAISON DE L EMPLOI ET DE LA FORMATION DU NORD EST 77
38830264800026.0,462 RUE BENJAMIN DELESSERT MOISSY-CRAMAYEL,6390,28707.8,Région IDF,MAISON DE L' EMPLOI ET DE LA FORMATION DE SENART (MDEF)
32015204400030.0,29 RUE DU CHATEAU D EAU PARIS,6410,15000.0,Région IDF,MAISON DE LA CULTURE YIDDISH BIBLIOTHEQUE MEDEM PARIZER YIDISH TSENTER
301916821.0,2 SQUARE ALFRED DE VIGNY 95370 MONTIGNY-LES-CORMEILLES,6444,9166.67,ASP,MAISON DES LOISIRS ET DE LA CULTURE
49849497000011.0,2   MAL DU COTEAU CHANTELOUP LES VIGNES,6462,22500.0,Région IDF,MAISON EMPLOI AMONT 78 MEFE DE CHANTELOUP LES VIG
30492523300013.0,4  ALL GEORGES BRAQUE CRETEIL,6490,6057.0,Région IDF,MAISON POUR TOUS LA HAYE AUX MOINES
50126703300022.0,8 RUE BOYER PARIS 20,6497,18000.0,Région IDF,MAP MUSIQUES ACTUELLES A PARIS
53441580700013.0,35 BOULEVARD DES INVALIDES PARIS,6506,107640.0,Région IDF,MAXIMILIEN
37995500800014.0,9 RUE DES MAZIERES - TGI EVRY CEDEX,6529,39000.0,Région IDF,MEDIAVIPP 91 - ASSO DEPARTEMENTALE DE MEDIATION ET D'AIDE AUX VICTIMES
78424378400013.0,17  RUE GEOFFROY L'ASNIER PARIS 04,6551,14373.0,Région IDF,MEMORIAL DE LA SHOAH
487609398.0,38 RUE ETIENNE DOLET 94230 CACHAN,6554,15000.0,ASP,MENAGERIE TECHNOLOGIQUE
53443732200017.0,1 RUE DU TGV VILLENEUVE ST GEORGES,6563,5434.4,Région IDF,MFPN MATERIEL FERROVIAIRE PATRIMOINE NATIONAL
39468714900028.0,RTE DE SACLAS ORMOY LA RIVIERE,6578,392000.0,Région IDF,MFR MAISON FAMILIALE RUR DU MOULIN DE LA PLANCHE
32976762800046.0,38 AV SALVADOR ALLENDE EPINAY S/SEINE,6600,5875.95,Région IDF,MISSION INTERCOMMUNALE POUR L'INSERTION DES JEUNES
38065998700024.0,38  RUE PAUL RAOULT LES MUREAUX,6609,7647.3,Région IDF,MISSION LOC LES MUREAUX
424059723.0,1-7 RUE DE LA GAIETE 93000 BOBIGNY,6629,370611.93,ASP,MISSION LOCALE BOBIGNY DRANCY BLANC MESNIL
343819397.0,33 AVENUE DE PARIS 92320 CHATILLON,6632,151549.74,ASP,MISSION LOCALE CHATILLON MONTROUGE
326686946.0,6 T AVENUE DES TUILERIES 91350 GRIGNY,6639,118580.87,ASP,MISSION LOCALE DE GRIGNY
439181520.0,7-9 RUE VACHERESSE 77400 LAGNY-SUR-MARNE,6649,127490.06,ASP,MISSION LOCALE DES BOUCLES DE LA MARNE
380659987.0,38 AVENUE PAUL RAOULT 78130 MUREAUX,6651,222991.73,ASP,MISSION LOCALE DES MUREAUX
39518176100044.0,10 AVENUE SALVADOR ALLENDE SEVRAN,6674,4000.0,Région IDF,MISSION LOCALE INTERCOMMUNALE SEVRAN / TREMBLAY / VILLEPINTE
39518176100044.0,10 AVENUE SALVADOR ALLENDE SEVRAN,6675,10302.34,Région IDF,MISSION LOCALE INTERCOMMUNALE SEVRAN / TREMBLAY / VILLEPINTE
403458409.0,55 RUE DE L'UNIVERSITE 93160 NOISY-LE-GRAND,6702,242110.37,ASP,MISSION LOCALE SUD QUATRE VINGT TREIZE
78586127900020.0,2  RUE HOCHE ERMONT,6708,5000.0,Région IDF,MJC - MAISON DES JEUNES ET DE LA CULTURE
348537820.0,21 RUE DE LA MAIRIE 77185 LOGNES,6734,3333.36,ASP,MJC MPT CAMILLE CLAUDEL
33512000200019.0,13  AVENUE  JEAN MERMOZ VIRY CHATILLON,6736,4679.09,Région IDF,MJC-CS AIME CESAIRE
42001100900016.0,3 bis Ville des Lions LE PRE-SAINT-GERVAIS,6747,24500.0,Région IDF,MOOV'N AKTION
77572374500045.0,8 BIS RUE DAGOBERT CLICHY CEDEX,6760,2368.25,Région IDF,MOUVEMENT DU NID
44416523700025.0,49 RUE DE VILLAGE MARSEILLE,6765,10027.26,Région IDF,MOUVEMENT POUR L'ECONOMIE SOLIDAIRE
50211944900044.0,3 BOULEVARD SAINT MARTIN PARIS,6775,10000.0,Région IDF,MOZAIK RH
34527163900014.0,210  RUE DE BELLEVILLE PARIS 20,6792,35000.0,Région IDF,MUSIQUE & DANSE 20EME
381759331.0,8 RUE ANATOLE FRANCE 92000 NANTERRE,6795,15749.99,ASP,MUSIQUE POUR TOUS
32514963100039.0,15  RUE SALVADOR ALLENDE MALAKOFF,6803,4500.0,Région IDF,MUSIQUES TANGENTES
520067786.0,379 AV DU PRESIDENT WILSON 93210 SAINT-DENIS,6811,15000.0,ASP,MVT DES ENTREPRENEURS SOCIAUX
50219778300017.0,84 RUE DE GRENELLE PARIS 07,6817,9245.68,Région IDF,NATURE PARIF OBSERVAT REG BIODIVERSIT
78519617100025.0,1  AV  RATISBONNE EVRY CEDEX,6822,75752.25,Région IDF,ND DE SION LCM EVRY
322996703.0,53 RUE D'EPLUCHES 95310 SAINT-OUEN-L'AUMONE,6827,26166.6,ASP,NIL ADMIRARI
45150569700024.0,12 CHE DU MOULIN BASSET SAINT-DENIS,6834,1616.61,Région IDF,NORD OUEST ESPACE DE SOCIALISATION
43903707800029.0,4 AVENUE ROBERT SCHUMANN MEUDON LA FORET,6842,18000.0,Région IDF,NOUVELLES VOIES
48392121900034.0,9 IMPASSE MILORD PARIS,6862,361000.0,Région IDF,OBSERVATOIRE REGIONAL DU BRUIT EN IDF - BRUITPARIF
48392121900034.0,9 IMPASSE MILORD PARIS,6867,86663.94,Région IDF,OBSERVATOIRE REGIONAL DU BRUIT EN IDF - BRUITPARIF
775682198.0,18 RUE CHARLES FOURIER 75013 PARIS,6877,6000.0,ASP,OEUVRE DE LA MIE DE PAIN
77734342700012.0,4  RUE KLEBER LEVALLOIS PERRET,6878,1219400.0,Région IDF,OEUVRE DU PERPETUEL SECOURS HOPITAL DU PERPETUEL SECOURS
784949265.0,RUE DE LA TOUT 77640 JOUARRE,6888,2500.03,ASP,OFFICE DE TOURISME DE JOUARRE
78577844000012.0,12 AV ALBERT PLEUVRY SUCY EN BRIE,6909,33163.2,Région IDF,OGEC PETIT VAL LYCEE PRIVE PETIT VAL 94 SUCY EN BRIE
32433601500015.0,223  RUE LECOURBE PARIS 15,6917,4462.96,Région IDF,OJGI ASS GESTION OEUVRE SAINT JEAN DE DIEU
40469675900012.0,2 BOULEVARD DE L'ENTENTE SAINT GRATIEN,6919,18000.0,Région IDF,OLYMPIQ SANNOIS ST GRATIEN BASKET CLUB
45306863700017.0,12 RUE PIERRE ET MARIE CURIE PARIS 5,6934,42000.0,Région IDF,OPERA FUOCO
43485743900021.0,35  BD  NICOLAS SAMSON PALAISEAU,6952,320000.0,Région IDF,OPTICS VALLEY
390232916.0,17 RUE CITEAUX 75012 PARIS,6957,10083.26,ASP,OPTIM EMPLOI
48198859000016.0,1 RUE MADAME VERSAILLES,6973,12000.0,Région IDF,ORPHEE
78497182200050.0,649 AVENUE DE BIR-HAKEIM LE MEE-SUR-SEINE,6999,175.0,Région IDF,PACT ARIM SEINE-ET-MARNE
78497182200050.0,649 AVENUE DE BIR-HAKEIM LE MEE-SUR-SEINE,7003,1196.4,Région IDF,PACT ARIM SEINE-ET-MARNE
78497182200050.0,649 AVENUE DE BIR-HAKEIM LE MEE-SUR-SEINE,7004,175.0,Région IDF,PACT ARIM SEINE-ET-MARNE
78497182200050.0,649 AVENUE DE BIR-HAKEIM LE MEE-SUR-SEINE,7014,1250.0,Région IDF,PACT ARIM SEINE-ET-MARNE
78433713100014.0,29 RUE TRONCHET PARIS,7022,715.4,Région IDF,PACT PARIS HAUTS DE SEINE
78433713100014.0,29 RUE TRONCHET PARIS,7026,462.81,Région IDF,PACT PARIS HAUTS DE SEINE
78433713100014.0,29 RUE TRONCHET PARIS,7038,64.32,Région IDF,PACT PARIS HAUTS DE SEINE
30020989700051.0,9 BIS PASSAGE DARTOIS BIDOT SAINT-MAUR-DES-FOSSES,7045,5574.0,Région IDF,PACT VAL DE MARNE
30020989700051.0,9 BIS PASSAGE DARTOIS BIDOT SAINT-MAUR-DES-FOSSES,7048,8159.8,Région IDF,PACT VAL DE MARNE
32738937500053.0,3 RUE PORTE DE BUC VERSAILLES,7065,19596.0,Région IDF,PACT YVELINES
52109765900028.0,20 RUE EDOUARD PAILLERON PARIS,7076,10600.0,Région IDF,PAFHA PLATEFORME DES ASSOCIATIONS FRANCO-HAITIENNES
42030446100015.0,94  AV  GAMBETTA PARIS 20,7094,14768.0,Région IDF,PARIS ACADEMIE ENTREPRIS
48309044500022.0,5 SQUARE DES BOULEAUX PARIS,7167,17500.0,Région IDF,PAVE VOLUBILE
52232206400018.0,144 AVENUE JEAN JAURES LES PAVILLONS-SOUS-BOIS,7170,15270.13,Région IDF,PAVILLONS SUR L EAU
78471910600030.0,14 RUE HOUDART PARIS 20,7172,6250.0,Région IDF,PEEP ASSOCIATION DEPARTEMENTALE ACADEMIQUE DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC DE PARIS ADA PEEP DE PARIS
42173010200025.0,1 ALL HENRI SELLIER PUTEAUX,7173,7500.0,Région IDF,PEEP UNION DES ASSOCIATIONS PEEP DE L ACADEMIE DE VERSAILLES
32977949000039.0,87 BIS RUE DE PARIS MONTREUIL SOUS BOIS,7182,47800.0,Région IDF,PERIPHERIE - CENTRE REGIONAL DE CREATION CINEMATOGRAPHIQUE
